District,Area_Type,Road_Facility,School_Distance_km,Hospital_Distance_km,Bus_Stand_Distance_km,Airport_Distance_km,Price_per_sqft
Karur,Village,Yes,1.34,12.77,2.82,2.51,509.5
Thanjavur,Urban,Yes,6.68,2.44,1.04,38.47,893.9
Kanchipuram,Rural,Yes,3.19,7.29,4.1,19.97,1071.3
Coimbatore,Urban,Yes,1.33,11.98,4.97,42.32,1286.3
Salem,Rural,Yes,7.09,8.06,4.37,22.05,719.7
Karur,Rural,Yes,9.62,10.74,7.62,12.11,580.3
Dindigul,Village,Yes,6.29,4.82,6.55,25.57,509.9
Tirunelveli,Urban,No,8.52,14.73,5.06,13.13,704.8
Namakkal,Urban,Yes,3.97,2.95,3.35,46.81,802.8
Thoothukudi,Village,Yes,2.55,5.4,0.76,17.34,572.8
Erode,Urban,Yes,3.88,14.73,6.3,36.94,825.8
Cuddalore,Village,Yes,6.05,14.86,2.67,47.12,449.9
Thoothukudi,Urban,Yes,9.77,1.64,4.43,48.97,859
Erode,Urban,Yes,2.12,7.84,0.68,30.67,879.7
Thoothukudi,Rural,Yes,5.54,10.38,1.24,30.17,635.9
Thanjavur,Village,Yes,4.36,10.47,3.72,5.51,543.6
Cuddalore,Rural,Yes,3.8,8.5,3.66,33.93,644.3
Thoothukudi,Rural,Yes,0.12,2.69,1.02,23.01,752.9
Kanchipuram,Urban,No,0.17,11.61,5.04,19.3,1137.4
Chennai,Urban,Yes,2.61,6.81,7.66,20.55,1585.4
Cuddalore,Urban,Yes,9.77,1.62,0.17,22.25,880.9
Salem,Rural,No,4.4,3.95,3.53,36.45,661.5
Madurai,Rural,Yes,6.41,3.71,5.74,5.48,780.2
Erode,Village,Yes,0.24,3.8,1.79,14.27,625.5
Coimbatore,Urban,Yes,7.35,9.14,5.42,4.98,1261.8
Tirunelveli,Village,No,8.25,14,4.4,10.81,443.5
Trichy,Rural,Yes,5.26,1.12,3.03,46.12,810.1
Karur,Rural,Yes,3.75,13.44,5.37,39.58,607.9
Coimbatore,Rural,Yes,7.08,6.47,3.6,32.82,975.5
Kanchipuram,Urban,No,2.99,6.71,0.27,15.75,1167.9
Tirunelveli,Urban,Yes,9.28,1.67,6.14,21.07,865.5
Thoothukudi,Urban,Yes,1.69,1.15,1.57,33.55,900.2
Madurai,Village,Yes,1.19,4.41,2.55,13.25,614.1
Dindigul,Rural,Yes,3.6,12.45,6.34,16.08,624.5
Tirunelveli,Village,Yes,3.61,7.63,7.53,43.94,436.9
Thanjavur,Urban,Yes,5.08,2.99,6.88,34.17,832
Namakkal,Village,Yes,4.45,9.2,1.37,34.01,488.6
Cuddalore,Urban,Yes,4.35,11.14,6.92,27.06,850.8
Coimbatore,Urban,Yes,3.52,6.27,5.89,44.2,1278.6
Dindigul,Rural,Yes,1.27,3.26,2.56,9.18,693.3
Trichy,Urban,Yes,7.52,8.62,7.89,21.32,1012.7
Cuddalore,Village,Yes,4.18,11.33,1.71,17.05,482.6
Trichy,Rural,Yes,9.46,10.48,4.02,46.72,745.5
Vellore,Rural,Yes,3.98,13.45,1.71,25.88,743
Chennai,Urban,Yes,0.78,7.17,4.53,31.79,1613.8
Dindigul,Urban,Yes,7.26,8.08,6.71,41.25,764.3
Thoothukudi,Rural,Yes,7.94,6.82,1.55,42.89,645.5
Kanchipuram,Rural,Yes,3.94,12.07,7.22,10.97,1073.4
Vellore,Village,Yes,5.46,14.52,0.63,32.77,546.7
Coimbatore,Urban,No,4.39,14.96,4.52,16.74,1080.7
Madurai,Urban,Yes,0.78,5.61,3.77,36.41,984
Kanchipuram,Rural,Yes,2.25,9.96,3.92,1.26,1052.5
Coimbatore,Village,Yes,0.76,11.52,4.71,39.32,717
Cuddalore,Village,Yes,1.49,10.1,5,37.37,505.1
Namakkal,Urban,No,7.52,13.63,6.09,30.26,628
Dindigul,Village,Yes,6.36,2.43,3.84,36.1,442.4
Vellore,Rural,Yes,6.04,12.94,6.96,36.49,657.1
Kanchipuram,Rural,Yes,1.42,6.71,3.66,47.97,1046.3
Cuddalore,Rural,Yes,9.4,9.58,2.66,14.21,625.8
Erode,Rural,Yes,5.99,4.04,5.33,40.93,666.7
Tirunelveli,Village,Yes,7.76,11.24,1.29,11.64,517.6
Kanchipuram,Urban,Yes,8.9,12.38,5.08,43.05,1356.3
Trichy,Rural,Yes,5.19,11.07,3.55,33.67,837.8
Coimbatore,Rural,No,7.1,14.51,6.63,45.25,795.5
Kanchipuram,Village,Yes,0.16,7.04,4.61,15.9,854.7
Chennai,Village,No,8.51,6.15,0.21,4.93,796.4
Madurai,Urban,Yes,9.17,10.62,2.54,7.5,1032.6
Karur,Urban,No,4.21,6.09,3.19,4.4,695.4
Kanchipuram,Rural,Yes,1.47,8.72,4.6,43.55,1067
Cuddalore,Urban,Yes,6.37,7.09,3.6,25.21,889.1
Chennai,Rural,No,5.09,14.24,6.68,18.76,1006.9
Coimbatore,Urban,No,6.35,0.91,5.19,48.74,1019.8
Dindigul,Rural,Yes,8.12,6.27,1.71,3.07,685.2
Kanchipuram,Rural,No,0.7,10.31,0.3,9.4,895.8
Namakkal,Rural,Yes,9.11,9.62,7.63,44.2,590.3
Erode,Village,Yes,0.88,11.13,0.85,30.11,557.8
Vellore,Urban,Yes,9.17,9.28,2.05,34.84,933.3
Tirunelveli,Rural,No,6.87,5.69,6.42,44.34,470.8
Madurai,Urban,Yes,6.94,9.09,4.99,47.1,1006.7
Cuddalore,Urban,Yes,4.41,6,5.39,44.7,889.1
Madurai,Rural,Yes,4.22,2.6,3.85,3.71,840
Dindigul,Urban,Yes,5.35,14.78,1.41,6.61,799.7
Vellore,Urban,Yes,6.34,3.37,0.26,41.5,946.9
Chennai,Urban,Yes,9.76,2.63,7.2,39.06,1548.1
Kanchipuram,Village,Yes,1.08,12.46,5.68,31.24,752.3
Erode,Rural,Yes,3.11,4.74,0.12,9.54,728.7
Chennai,Rural,No,4.02,10.76,2.33,18.83,1054.6
Thanjavur,Urban,Yes,9.92,10,1.67,3.2,848.9
Tirunelveli,Rural,Yes,9.41,0.34,4.23,24.07,628.4
Kanchipuram,Rural,Yes,6.62,1.84,6.42,7.04,1113.5
Salem,Rural,Yes,9.04,13.36,6.56,26,692
Thoothukudi,Rural,No,4.09,14.56,7.47,37.34,477.5
Trichy,Urban,No,1.74,12.83,3.98,20.92,904.2
Trichy,Rural,Yes,5.63,5.63,6.31,13.39,860.8
Madurai,Village,Yes,7.32,8.64,2.77,49.44,519
Thoothukudi,Urban,Yes,5.27,8.88,6.04,31.55,886.7
Coimbatore,Urban,Yes,2.4,4.05,4.48,10.78,1359.9
Dindigul,Urban,No,9.45,9.19,7.4,39.5,658.5
Tirunelveli,Urban,Yes,7.05,9.27,6.11,26.13,796.1
Tirunelveli,Village,Yes,7.11,7.19,5.43,38.38,481.6
Tirunelveli,Rural,Yes,6.73,7.08,6.21,7.05,641
Salem,Urban,No,9.29,14.95,6.39,37.93,747.5
Thoothukudi,Urban,Yes,7.76,13.73,1.59,46.2,800.4
Chennai,Rural,Yes,0.65,8.57,5.25,11.33,1250.3
Thanjavur,Village,No,9.28,5.55,2.61,37.72,403.9
Trichy,Urban,Yes,4.24,4.46,2.72,15.4,1053.7
Madurai,Rural,Yes,6.57,2.97,2.44,31.36,765.2
Madurai,Rural,Yes,9.14,5.16,3.7,34.23,806.5
Thoothukudi,Urban,Yes,7.97,4.24,1.22,16.34,917.3
Chennai,Urban,No,5.46,14.77,7.52,23.19,1333.9
Namakkal,Urban,Yes,7.13,4.17,2.8,22.99,811.8
Coimbatore,Urban,Yes,0.69,13.58,5.22,14.38,1255.2
Madurai,Urban,Yes,9.42,11.78,3.75,43.38,964.4
Dindigul,Rural,No,3.63,11.39,2.43,15.64,528.5
Chennai,Rural,Yes,9.41,9.1,6.92,41.3,1171.4
Cuddalore,Rural,Yes,6.85,14.25,1.18,36.96,591.2
Erode,Rural,Yes,3.62,0.77,1.82,1.74,714.7
Coimbatore,Urban,No,5.28,10.53,3.35,28.47,1019.7
Chennai,Urban,Yes,7.82,1.57,0.7,18.72,1640.2
Thanjavur,Rural,Yes,8.97,11.77,5.63,31.23,633.8
Namakkal,Urban,No,7.92,11.25,4.53,13.07,675.3
Dindigul,Village,Yes,7.84,3.68,1.24,6.67,554.8
Namakkal,Rural,Yes,9.9,8.66,1.19,34.75,591.3
Erode,Rural,Yes,8.97,11.93,1.35,3.54,705.9
Thanjavur,Urban,Yes,4.87,12.63,1.85,19.67,836.7
Kanchipuram,Village,Yes,4.65,4.62,7.47,6.81,860.1
Dindigul,Rural,Yes,0.42,7.19,3.32,8.9,668.3
Coimbatore,Village,Yes,7.18,1.12,3.4,6.7,725.9
Kanchipuram,Village,Yes,0.86,5.38,4.45,20.76,818.8
Namakkal,Village,Yes,3.8,3.9,0.94,18.39,476.3
Trichy,Rural,Yes,0.79,5.99,1.54,8.68,890
Cuddalore,Urban,Yes,5.23,10.68,0.86,16.57,906
Karur,Urban,Yes,8.38,0.85,3.77,19.6,767.4
Thoothukudi,Urban,Yes,3.22,0.74,6.27,20.51,900.5
Karur,Village,Yes,0.18,14.15,1.97,6.27,451
Tirunelveli,Rural,Yes,2.57,8.26,2.27,45.18,597.2
Vellore,Urban,Yes,0.16,14.68,7.73,20.36,942.7
Madurai,Urban,Yes,8.07,14.21,3.26,39.38,990.1
Thanjavur,Village,Yes,6.07,9.93,5.54,6.9,468
Thoothukudi,Urban,Yes,2.3,4.68,4.42,21.44,930.1
Coimbatore,Urban,Yes,7.6,13.48,0.76,20.26,1260.7
Kanchipuram,Urban,Yes,6.06,2.53,1.95,2.16,1430.3
Trichy,Village,Yes,2.39,13.04,7.42,21.56,550.9
Karur,Urban,Yes,3.99,0.53,4.71,1.55,823.3
Karur,Urban,Yes,5.92,6.03,7.79,27.67,801.1
Karur,Rural,Yes,9.05,5.68,4.44,3.48,570.5
Thanjavur,Village,No,2.32,3.47,6.56,46.59,432.5
Salem,Rural,Yes,8.72,1.34,1.77,37.87,706.6
Namakkal,Village,Yes,4.9,10.44,4.47,11.6,426.2
Erode,Village,Yes,1.58,4.1,2.95,21.01,590.6
Coimbatore,Urban,Yes,3.98,10.49,1.63,32.43,1253.7
Salem,Village,No,3.04,3.53,3.35,12.79,480.7
Kanchipuram,Village,Yes,8.26,6.02,1.33,37.16,810.6
Trichy,Rural,Yes,0.9,14.89,1.33,49.43,760.3
Dindigul,Village,Yes,5.82,13,2.39,23.92,505
Karur,Rural,Yes,3.37,8.51,6.82,10.87,587.4
Kanchipuram,Rural,No,5.61,11.71,0.23,41.1,879.9
Chennai,Village,No,3.01,3.23,6.15,13.4,819.6
Salem,Urban,Yes,9.79,10.14,6.79,16.89,918.4
Karur,Rural,Yes,6.86,8.67,3.49,14.52,640.6
Thanjavur,Rural,No,3.31,9.95,5.25,13.3,524.3
Thanjavur,Rural,No,0.55,11.04,2.8,24.45,540.3
Namakkal,Urban,Yes,0.24,1.32,2.14,2.36,828.2
Coimbatore,Rural,Yes,1.83,4.51,5.34,48.3,952.7
Kanchipuram,Village,Yes,5.68,7.55,0.65,5.4,848.9
Vellore,Urban,No,4.13,2.23,5.75,15.37,769
Kanchipuram,Rural,No,7.94,10.18,5.47,47.35,802.3
Tirunelveli,Urban,Yes,2.26,9.96,5.11,30.08,884.4
Cuddalore,Rural,Yes,6.68,8.39,2.81,7.59,686.7
Chennai,Village,No,6.53,1.64,3.28,36.72,812
Cuddalore,Urban,Yes,7.15,5.41,2.11,1.63,945.4
Vellore,Village,No,9,8.34,6.52,19.82,479.5
Thanjavur,Village,Yes,3.96,7.25,1.19,4.97,579.7
Kanchipuram,Village,Yes,0.97,1.08,7.14,23.73,863.3
Dindigul,Rural,Yes,4.94,12.91,4.78,35.04,619.3
Madurai,Rural,Yes,1.28,8.63,2.13,40.4,754
Trichy,Village,Yes,7.83,10.14,6.16,16.07,556.8
Erode,Village,Yes,2.34,8.31,4.24,14.83,586
Karur,Urban,Yes,6.55,12.5,7.81,24.23,740.5
Cuddalore,Urban,Yes,9.33,7.9,2.25,20.56,898.5
Trichy,Rural,Yes,9.77,8.22,1.17,44.79,765.2
Karur,Village,No,7.03,11.58,2.76,47.14,349.1
Cuddalore,Rural,No,9.75,12.51,2.49,48.36,483.3
Karur,Village,Yes,3.14,5.61,4.45,39.71,463.7
Namakkal,Rural,Yes,8.18,7.05,0.71,9.14,644
Cuddalore,Rural,Yes,1.23,14.12,6.99,23.15,618.1
Madurai,Urban,Yes,6.2,6.92,3.24,23.31,983
Dindigul,Rural,Yes,2.06,2.79,2.17,26.74,650.9
Trichy,Village,Yes,1.71,10.17,0.4,31.38,633.7
Dindigul,Urban,Yes,3.7,1.57,1.02,13.46,853.2
Coimbatore,Rural,Yes,5.97,2.31,1.46,44.06,974.5
Kanchipuram,Village,Yes,6.18,7.9,2.62,24.03,800.3
Salem,Urban,Yes,7.93,13.75,2.94,16.04,909.8
Tirunelveli,Rural,Yes,9.88,4.95,3.21,30.56,655.3
Trichy,Rural,Yes,9.96,0.26,7.17,8.31,824.8
Trichy,Rural,Yes,8.75,0.29,1.89,28.78,794.8
Kanchipuram,Rural,Yes,1.25,1.99,1.6,23.51,1103.6
Erode,Village,No,2.05,6.67,1.68,13.96,442
Thanjavur,Urban,Yes,9.36,7.05,3.62,1.71,879.2
Kanchipuram,Rural,Yes,2.28,9.42,4.62,10.06,1071.2
Erode,Rural,Yes,5.28,3.48,5.37,4.93,761
Karur,Urban,Yes,2.1,5.86,0.5,20.49,836.9
Thanjavur,Rural,Yes,8.41,2.27,4.1,4.04,681.9
Vellore,Rural,Yes,8.79,8.41,7.68,3.39,653.5
Tirunelveli,Urban,Yes,5.46,9.72,0.46,47.35,841.5
Vellore,Urban,Yes,1.78,1.99,1.07,26.41,1020.7
Salem,Urban,No,6.87,14.24,1.23,19.72,816.3
Namakkal,Urban,Yes,6.74,9.66,3.35,24.99,761.5
Salem,Rural,Yes,9.89,0.72,7.75,27.94,745.3
Tirunelveli,Urban,Yes,1.06,2.77,6.4,34.2,886
Coimbatore,Urban,Yes,4.43,9.45,5.21,42.34,1305.6
Erode,Rural,No,7.33,7.4,5.08,37.24,575.8
Tirunelveli,Urban,Yes,8.12,4.16,5.88,19.23,843.2
Karur,Urban,Yes,9.58,13.36,5.25,23.52,724.4
Thanjavur,Rural,Yes,0.69,9.53,6.17,49.71,659.7
Namakkal,Rural,Yes,4.4,2,3.33,18.36,662.4
Tirunelveli,Rural,Yes,3.64,8.95,4.65,8.91,645.6
Tirunelveli,Rural,Yes,2.18,11.16,0.3,18.39,629.7
Salem,Rural,Yes,7.47,6.24,1.65,26.15,770
Thanjavur,Rural,Yes,9.13,1.01,5.58,9.95,620.2
Coimbatore,Rural,No,2.5,1.46,2.62,6.13,900.1
Tirunelveli,Rural,Yes,0.41,10.74,2.96,7.14,634.7
Cuddalore,Rural,Yes,5,1.91,4.75,16.49,664
Madurai,Village,Yes,3.03,3.91,2.69,9.07,665.6
Namakkal,Village,Yes,4.42,8.95,4.76,4.3,524.3
Karur,Urban,Yes,5.23,3.29,2.34,20.62,798
Kanchipuram,Urban,Yes,6.72,12,7.47,1.99,1387.7
Thoothukudi,Village,Yes,5.69,9.98,5.46,46.66,512.6
Thanjavur,Rural,Yes,8.81,0.83,1.93,44.97,611.3
Karur,Urban,Yes,8.61,7.55,5.43,12.71,736.4
Salem,Rural,Yes,9.32,9.34,6.45,5.1,734.4
Cuddalore,Urban,No,1.6,2.36,2.7,3.67,780.3
Coimbatore,Village,Yes,6.36,10.92,3,8.21,752.2
Trichy,Urban,Yes,4.04,0.2,4.23,46.15,1059.1
Vellore,Village,Yes,3.3,11.5,1.23,33.23,555.1
Tirunelveli,Urban,Yes,9.04,4.08,6.52,5.04,856
Salem,Rural,Yes,9.27,13.08,6.3,14.41,697.9
Vellore,Urban,No,3.35,0.9,5.39,12.33,799.3
Madurai,Urban,Yes,1.85,0.18,3.62,5.13,1075.2
Vellore,Urban,No,8.73,4.41,6.29,40.36,756.8
Chennai,Rural,Yes,6.5,9.41,5.14,16.05,1221.1
Karur,Village,Yes,0.97,3,6.58,34.16,519.6
Coimbatore,Rural,Yes,3.15,7.21,6.37,49.08,903.9
Salem,Village,Yes,4.74,10.61,7.39,7.96,587
Vellore,Urban,Yes,3.13,4.96,0.66,18.14,977.7
Salem,Urban,Yes,6.33,12.97,1.15,48.9,939.6
Cuddalore,Village,Yes,0.66,3.91,4.27,9.41,511.6
Trichy,Rural,Yes,1.31,6.3,0.6,20.44,845.2
Chennai,Rural,No,5.35,7.07,3.34,41.06,1004.4
Coimbatore,Rural,Yes,4.63,3.92,6.04,26.13,982
Cuddalore,Rural,No,4.41,13.82,2.83,3.68,565.8
Thoothukudi,Rural,Yes,0.1,13.73,6.77,37.37,633.1
Thanjavur,Urban,Yes,7.27,13.94,3.5,6.84,808.6
Thanjavur,Urban,Yes,6.25,10.81,0.97,2.74,872.6
Cuddalore,Urban,Yes,1.98,0.68,3.2,40.32,937.5
Chennai,Rural,Yes,5.14,12.94,6.94,1.49,1244
Coimbatore,Rural,No,4.88,14.8,6.06,13.18,761.9
Salem,Village,No,1.06,10.62,2.83,1.34,538.4
Dindigul,Urban,No,3.44,12.43,0.1,16.08,677.1
Chennai,Urban,Yes,1.95,8.38,2.4,21.45,1612.9
Thanjavur,Village,No,4.98,5.02,0.94,47.72,382.6
Coimbatore,Urban,Yes,3.27,2.55,6.29,7,1321.2
Tirunelveli,Urban,Yes,9.1,2.93,6.59,27.69,870.9
Chennai,Village,Yes,8.61,2.62,6.85,1.65,967.1
Namakkal,Village,No,9.1,12.31,7.12,10.76,348.4
Namakkal,Urban,Yes,3.99,8.21,1.36,34.87,755.5
Coimbatore,Urban,Yes,7.98,11.12,5.2,8.63,1269.5
Dindigul,Urban,Yes,4.19,0.69,2.26,47.83,788.9
Karur,Urban,Yes,1.87,5.94,7.59,7.92,812.4
Dindigul,Urban,No,3.88,11.65,2.81,31.76,710.2
Thanjavur,Urban,No,9.18,13.32,5.04,40.61,686
Thoothukudi,Urban,Yes,6.39,5.4,1.27,30.23,899.8
Erode,Urban,Yes,2.05,3.64,2.47,32.5,879.7
Thoothukudi,Rural,Yes,7.16,2.98,3.82,24.15,690.4
Salem,Rural,Yes,2.07,6.24,0.67,29.21,783.7
Dindigul,Rural,Yes,0.96,3.11,4.41,11.15,688.8
Chennai,Urban,No,4.03,3.76,6.52,17.8,1322.5
Erode,Rural,Yes,7.18,3.68,3.61,14.84,717.7
Thanjavur,Village,Yes,3.08,9.03,1.69,44.62,457.1
Kanchipuram,Urban,Yes,5.87,8.73,0.53,16.39,1377.3
Kanchipuram,Urban,No,0.96,7.36,5.56,13.83,1166.9
Coimbatore,Village,Yes,9.18,8.35,2.46,22.11,749.6
Kanchipuram,Rural,Yes,8.35,14.79,6.35,30.47,962.1
Cuddalore,Rural,Yes,7.47,6.74,0.26,4.06,664.4
Dindigul,Rural,Yes,6.23,7.26,5.33,11.74,653.7
Dindigul,Rural,Yes,0.37,5.77,0.94,27.04,714.6
Karur,Rural,No,3.07,14.44,4.33,31.3,527.2
Coimbatore,Rural,Yes,4.34,0.9,0.27,18.54,1002.5
Tirunelveli,Urban,Yes,7.41,12.87,7.52,25.13,828.2
Coimbatore,Village,Yes,3.16,14.06,4.17,25.37,707.9
Trichy,Urban,No,6.18,4.95,1.61,28.22,848.4
Trichy,Urban,No,0.93,5.41,5.48,14.43,899.1
Dindigul,Rural,Yes,1.28,2.19,2.36,26.39,708.9
Erode,Village,Yes,9.29,11.11,2.52,13.99,543.8
Namakkal,Urban,Yes,5.37,12.34,0.9,39.8,805.4
Madurai,Rural,Yes,1.83,10.64,5.72,45.02,782.9
Erode,Urban,Yes,7.24,2.84,2.69,24.87,906.7
Kanchipuram,Urban,Yes,2.87,2.13,5.85,40.84,1357
Vellore,Village,Yes,5.12,12.85,6.02,40.45,474.3
Coimbatore,Urban,No,3.94,4.39,5.83,41.98,1072.7
Namakkal,Urban,No,0.51,0.84,5.03,4.09,730.9
Dindigul,Rural,Yes,1.88,4.29,3.71,24.29,612.3
Vellore,Village,Yes,8.47,1.8,2.12,41.57,588.2
Dindigul,Rural,Yes,0.46,0.89,6.69,6.78,688.3
Tirunelveli,Rural,No,2.7,6.38,0.42,23,617.3
Thanjavur,Rural,Yes,3.22,1.69,3,5.88,696.3
Chennai,Village,No,8.66,9.05,5.64,14.98,789.9
Coimbatore,Rural,Yes,7.6,4.3,2.61,46.31,999.6
Thoothukudi,Rural,No,6.14,8.24,2.07,17.82,528.3
Vellore,Rural,Yes,1.09,0.34,7.71,19.47,793
Namakkal,Urban,Yes,9.33,8.68,1.1,29.5,757
Thoothukudi,Rural,No,6.52,13.5,5.03,7.43,512.7
Kanchipuram,Urban,No,7.63,10.18,2.48,10.02,1191.6
Trichy,Rural,Yes,6.2,0.7,2.68,23.96,816.4
Chennai,Village,Yes,1.39,3.13,6.18,21.85,926.2
Kanchipuram,Urban,Yes,4.51,12.27,7.09,5.25,1385.6
Erode,Village,Yes,8.31,2.09,7.49,37.82,514.6
Thanjavur,Rural,Yes,9.39,4.21,2.72,35.34,611.1
Erode,Village,Yes,8,11.1,0.6,19.97,505.5
Dindigul,Urban,No,6.46,10.79,7.82,19.48,646.7
Erode,Rural,No,1.89,14.22,1.83,16.98,548.1
Cuddalore,Urban,Yes,4.5,11.16,1.9,3.86,843.3
Coimbatore,Rural,Yes,3.61,6.06,0.55,29.58,971.4
Trichy,Urban,Yes,6.68,6.35,5.64,21.13,1026.5
Tirunelveli,Urban,Yes,6.65,0.67,3.01,48.97,797
Karur,Rural,No,7.2,8.77,6.4,43.35,464
Cuddalore,Urban,No,7,1.34,6.92,24.55,752.7
Namakkal,Rural,Yes,8.79,3.14,6.63,28.33,572.4
Tirunelveli,Village,Yes,2.98,7.09,6.88,15.94,491.5
Cuddalore,Urban,Yes,7.82,7.13,1.9,9.14,890
Karur,Village,Yes,9.88,7.33,1.52,44.67,430.1
Dindigul,Rural,No,0.6,1.54,5.79,14.81,530.8
Cuddalore,Urban,Yes,7.77,2.1,3.79,30.69,886.6
Karur,Urban,Yes,0.2,11.45,7.16,22.21,825.5
Salem,Rural,Yes,8.89,13.42,2.75,31.14,660.1
Vellore,Village,Yes,5.52,13.37,2.18,24.14,577.1
Trichy,Village,No,7.12,8.86,6.58,20.22,502.9
Madurai,Rural,Yes,0.73,1.21,1.01,43.61,778.7
Tirunelveli,Rural,Yes,2.66,5.27,6.37,31.64,627.3
Madurai,Rural,Yes,6.14,14.14,6.33,2.18,734
Kanchipuram,Rural,Yes,2.21,13.02,7.65,12.6,1054.7
Salem,Urban,Yes,1.38,0.96,6.78,3.89,967.8
Madurai,Urban,Yes,1,10.05,1.15,42.74,1033.7
Madurai,Urban,No,0.39,3.67,0.36,17.46,888.1
Trichy,Village,Yes,7.08,2.89,6.03,12.56,616.1
Karur,Urban,Yes,5.18,12.69,0.73,35.64,793.3
Chennai,Rural,No,5.87,10.8,3.04,5.53,981.6
Karur,Urban,No,2.52,14.5,7.67,13.13,660.7
Cuddalore,Village,No,4.49,4.88,4.26,34.7,408.1
Salem,Urban,Yes,8.24,2.17,6,3.35,982.7
Erode,Rural,Yes,7.66,7.76,6.26,26.6,628.7
Dindigul,Village,Yes,0.13,12.76,3.11,25.31,507.6
Trichy,Rural,No,2.85,5.99,5.53,40.92,657.1
Coimbatore,Urban,No,6.8,1.87,0.64,24.69,1108.9
Tirunelveli,Urban,No,0.99,10.76,2.24,38.26,753
Dindigul,Urban,Yes,1.48,13.01,6.99,21.5,787.3
Thoothukudi,Urban,Yes,3.65,4.09,3.51,5.48,936.3
Cuddalore,Urban,Yes,1.91,3.56,5.12,49.65,870.4
Salem,Urban,Yes,8.68,6.72,1.18,43.25,931.9
Dindigul,Village,No,8.53,0.88,0.92,28.88,433.3
Vellore,Rural,Yes,4.37,8.58,0.12,13.77,769.5
Karur,Rural,Yes,5.51,10.75,3.61,2.33,594.8
Tirunelveli,Urban,No,1.33,9.82,0.52,22.86,719.3
Tirunelveli,Urban,Yes,1.72,4.63,5.01,15.79,842.3
Salem,Urban,Yes,8.36,8.7,5.21,23.46,905.4
Erode,Urban,Yes,0.91,6.58,2.41,27.73,941.6
Karur,Rural,Yes,1.72,1.65,1.25,43.98,623.2
Thanjavur,Rural,Yes,6.53,13.03,6.64,31.68,641.6
Cuddalore,Urban,Yes,2.65,2.12,2.15,19.87,905.3
Namakkal,Rural,No,7.13,1.78,5.91,14.48,545.3
Dindigul,Urban,No,2.71,4.26,7.45,2.21,705.8
Karur,Rural,No,9.75,14.64,0.62,41.27,452.8
Karur,Rural,Yes,6.54,14.74,7.3,22.52,610.6
Kanchipuram,Urban,No,7.04,6.94,0.54,21.92,1136.6
Trichy,Village,Yes,3.19,7.93,0.62,48.66,636
Madurai,Rural,Yes,6.86,9.97,5.75,14.14,769.3
Erode,Urban,Yes,0.49,9.01,6.97,44.65,915.7
Tirunelveli,Rural,No,7.39,7.57,4.62,7.72,522.2
Karur,Urban,Yes,6.75,5.08,2.11,31.92,827.9
Vellore,Urban,No,4.44,5.2,4.42,5.48,819.9
Dindigul,Rural,Yes,1.96,2.85,0.55,29.8,699.9
Thanjavur,Urban,Yes,5.77,12.31,2.68,18.13,838.3
Karur,Urban,Yes,7.38,9.42,4.69,37.34,745.5
Dindigul,Urban,Yes,1.35,2.03,5.44,43.07,793
Tirunelveli,Rural,Yes,1.15,12.21,4.67,31.3,648.2
Dindigul,Rural,No,0.66,11.24,6.82,15.02,540.5
Chennai,Urban,No,0.43,8.74,1.42,35.9,1332.6
Vellore,Urban,Yes,9.16,3.25,1.24,38.19,934.4
Salem,Village,Yes,6.49,3.57,1.34,34.49,597.1
Chennai,Village,Yes,4.53,6.14,7.87,15.32,877.9
Thoothukudi,Urban,Yes,2.6,13.74,2.2,44.89,879.4
Kanchipuram,Urban,Yes,2.31,8.23,5.5,10.32,1392.3
Chennai,Rural,Yes,8.2,5.1,4.64,26.22,1229.3
Chennai,Urban,Yes,4.58,11.03,6.74,27.7,1543.3
Salem,Urban,Yes,1.33,5.55,1.91,11.7,1030.1
Tirunelveli,Urban,Yes,1.8,6.52,4.13,7.89,874.2
Cuddalore,Urban,Yes,0.17,7.06,5.52,12.09,937.2
Kanchipuram,Village,Yes,2.31,12.87,6.56,22.97,784.9
Tirunelveli,Urban,Yes,5.78,1.57,3.65,47.08,797.8
Thanjavur,Urban,Yes,4.79,13.15,2.24,1.18,818.7
Cuddalore,Urban,Yes,7.93,10.24,2.47,23.43,898
Namakkal,Village,No,9.8,13.04,1.47,3.26,433.5
Coimbatore,Village,Yes,0.17,12.1,0.71,21.27,799
Namakkal,Urban,Yes,7.72,9.49,7.91,17.87,742.7
Chennai,Urban,Yes,2.79,12.26,3.09,5.33,1672.2
Coimbatore,Village,Yes,4.22,2.58,7.89,41.22,713.1
Coimbatore,Urban,Yes,1.29,8.75,7.44,25.34,1288.7
Erode,Rural,Yes,7.35,2.69,2.95,32.23,654.9
Kanchipuram,Urban,Yes,9.96,7.17,6.55,22.17,1396.1
Namakkal,Rural,No,4.17,9.1,5.08,21.45,524.7
Salem,Urban,Yes,8.75,3.62,1.77,37.07,990.5
Cuddalore,Rural,Yes,9.6,12.79,6.92,20.93,642.1
Vellore,Rural,No,6.36,6.59,4.25,10.78,602.1
Tirunelveli,Rural,Yes,8.79,4.11,7.86,19.76,670.1
Namakkal,Urban,Yes,0.79,8.72,4.82,37.21,787.1
Chennai,Rural,Yes,7.04,0.93,7.3,35.4,1259.4
Dindigul,Rural,Yes,2.98,13.05,7.25,1.04,646.8
Karur,Rural,Yes,0.91,3.34,2.08,41.75,608.2
Trichy,Rural,No,6.41,13.49,3.71,8.32,682.7
